,global_rank,title,id,release_date,day,month,year,max_theaters_used,first_day_sales,first_weekend_sales,first_week_sales,total_sales,viewers_by_theaters,Unnamed: 0,tmdb_id,budget,imdb_id,original_language,original_title,tmdb_popularity,runtime,tagline,tmdb_vote_count,tmdb_vote_average,cast1,cast1_popularity,cast2,cast2_popularity,cast3,cast3_popularity
110,107,Camping 3,15433,2016-06-29,29,6,2016,796,410235.0,1098807.0,1382023,3223877,4050.0,2528.0,375804.0,0.0,tt4979860,fr,Camping 3,6.122,101.0,Alors ?! On n'attend pas Camping ?,526.0,4.8,Franck Dubosc,5.083,Claude Brasseur,1.465,Mylène Demongeot,9.883
111,108,Des hommes et des Dieux,11408,2010-09-08,8,9,2010,499,69778.0,362671.0,467950,3204147,6421.0,,,,,,,,,,,,,,,,,
112,109,Babysitting 2,14929,2015-12-02,2,12,2015,615,133787.0,712676.0,801212,3203541,5209.0,2560.0,331836.0,9458736.0,tt4400058,fr,Babysitting 2,13.212,93.0,Mission Brésil !,1152.0,6.3,Philippe Lacheau,8.449,Alice David,5.13,Vincent Desagnat,4.631
113,110,Le Labyrinthe : La Terre brûlée,14554,2015-10-07,7,10,2015,563,222017.0,1069315.0,1190062,3200015,5683.0,,,,,,,,,,,,,,,,,
114,111,Hunger Games - L'embrasement,12735,2013-11-27,27,11,2013,770,252042.0,1273388.0,1425123,3140889,4079.0,,,,,,,,,,,,,,,,,
115,112,Arthur et la guerre des deux mondes,9838,2010-10-13,13,10,2010,778,142314.0,703016.0,750950,3127246,4019.0,,,,,,,,,,,,,,,,,
116,113,Le Labyrinthe,14477,2014-10-15,15,10,2014,525,113303.0,623357.0,887190,3127112,5956.0,,,,,,,,,,,,,,,,,
117,114,Cinquante nuances plus sombres,15186,2017-02-08,8,2,2017,721,288723.0,1237360.0,1618110,3120922,4328.0,2726.0,341174.0,55000000.0,tt4465564,en,Fifty Shades Darker,121.541,118.0,Plus aucune règle.,6663.0,6.5,Dakota Johnson,14.629,Jamie Dornan,14.606,Eric Johnson,10.98
118,115,Shutter Island,10614,2010-02-24,24,2,2010,542,180893.0,905561.0,1073540,3113153,5743.0,2706.0,11324.0,80000000.0,tt1130884,en,Shutter Island,89.081,138.0,Quelqu’un a disparu.,19721.0,8.2,Leonardo DiCaprio,24.194,Mark Ruffalo,10.768,Ben Kingsley,15.411
119,116,Invictus,11037,2010-01-13,13,1,2010,497,88804.0,719762.0,866723,3110394,6258.0,2705.0,22954.0,60000000.0,tt1057500,en,Invictus,24.466,132.0,Son peuple réclamait un leader. Il leur a donné un Champion.,3467.0,7.2,Morgan Freeman,25.481,Matt Damon,25.666,Tony Kgoroge,1.673
120,117,Samba,14390,2014-10-15,15,10,2014,698,138292.0,627216.0,900042,3110070,4455.0,2589.0,269148.0,20000000.0,tt3399024,fr,Samba,18.714,119.0,Et si la vie avait plus d’imagination qu’eux ?,809.0,6.4,Omar Sy,11.612,Charlotte Gainsbourg,11.694,Tahar Rahim,4.994
121,118,American Sniper,14769,2015-02-18,18,2,2015,742,160462.0,858032.0,1083056,3102636,4181.0,2558.0,190859.0,58800000.0,tt2179136,en,American Sniper,108.096,132.0,Le tireur le plus mortel de l’histoire des États‐Unis.,11031.0,7.4,Bradley Cooper,40.631,Sienna Miller,22.227,Kyle Gallner,12.874
122,119,Hôtel Transylvanie 3 : Des vacances monstrueuses,17541,2018-07-25,25,7,2018,798,178729.0,612339.0,823158,3075076,3853.0,3929.0,400155.0,80000000.0,tt5220122,en,Hotel Transylvania 3: Summer Vacation,105.845,97.0,,3598.0,6.9,Adam Sandler,20.683,Andy Samberg,30.557,Selena Gomez,16.286
123,120,The Artist,12106,2011-10-12,12,10,2011,584,72521.0,366162.0,443269,3064827,5247.0,2682.0,74643.0,15000000.0,tt1655442,en,The Artist,15.108,100.0,"Certains artistes ont besoin de quelque chose, d'autres non.",2679.0,7.4,Jean Dujardin,11.604,Bérénice Bejo,8.875,John Goodman,21.865
124,121,Le Discours d'un roi,11744,2011-02-02,2,2,2011,478,50910.0,389189.0,494161,3024322,6327.0,2681.0,45269.0,15000000.0,tt1504320,en,The King's Speech,22.584,118.0,Trouver votre voix.,7375.0,7.7,Colin Firth,15.249,Geoffrey Rush,6.974,Helena Bonham Carter,35.09
125,122,Le Sens de la fête,17386,2017-10-04,4,10,2017,733,110125.0,657768.0,808544,3020694,4121.0,3957.0,432068.0,17200000.0,tt5699154,fr,Le Sens de la fête,10.136,117.0,,1204.0,6.9,Jean-Pierre Bacri,2.617,Gilles Lellouche,6.318,Jean-Paul Rouve,6.144
126,123,Mission: Impossible - Fallout,17348,2018-08-01,1,8,2018,1205,280395.0,923028.0,1169669,3010246,2498.0,,,,,,,,,,,,,,,,,
127,124,Le Loup de Wall Street,13228,2013-12-25,25,12,2013,751,133405.0,813670.0,1013324,3009494,4007.0,2622.0,106646.0,100000000.0,tt0993846,en,The Wolf of Wall Street,227.631,179.0,"L'argent, le pouvoir, les femmes, la drogue... Trop n'est jamais assez.",19575.0,8.0,Leonardo DiCaprio,24.194,Jonah Hill,11.038,Margot Robbie,27.382
128,125,"Moi, moche et méchant",11127,2010-10-06,6,10,2010,657,93321.0,546761.0,620662,3008069,4578.0,,,,,,,,,,,,,,,,,
129,126,Insaisissables,13016,2013-07-31,31,7,2013,575,221128.0,733418.0,961911,3005837,5227.0,2516.0,75656.0,75000000.0,tt1670345,en,Now You See Me,124.837,116.0,Un tour de magie à 500 millions de dollars...,13576.0,7.4,Woody Harrelson,12.606,Morgan Freeman,25.481,Jesse Eisenberg,26.416
130,127,Belle et Sébastien,13664,2013-12-18,18,12,2013,674,62128.0,485298.0,683604,3005484,4459.0,2620.0,204668.0,0.0,tt3146360,fr,Belle et Sébastien,9.823,104.0,Deux grands amis. Une grande aventure.,551.0,6.9,Félix Bossuet,6.455,Tchéky Karyo,12.312,Dimitri Storoge,1.042
131,128,Astérix: Le Domaine des Dieux,13803,2014-11-26,26,11,2014,850,186046.0,778586.0,842999,2996184,3524.0,,,,,,,,,,,,,,,,,
132,129,Fast & Furious 6,12716,2013-05-22,22,5,2013,624,323760.0,1330045.0,1546806,2994362,4798.0,2619.0,82992.0,160000000.0,tt1905041,en,Fast & Furious 6,15.289,130.0,Tous les chemins mènent à ce Fast and Furious.,9216.0,6.8,Vin Diesel,26.658,Paul Walker,20.197,Dwayne Johnson,27.81
133,130,Captain America: Civil War,14851,2016-04-27,27,4,2016,784,288662.0,1212314.0,1354401,2983655,3805.0,,,,,,,,,,,,,,,,,
134,131,Cars 2,11041,2011-07-27,27,7,2011,709,274650.0,863016.0,1047200,2975790,4197.0,2680.0,49013.0,200000000.0,tt1216475,en,Cars 2,142.121,106.0,Reprenez la route !,6199.0,6.0,Larry the Cable Guy,4.38,Owen Wilson,34.946,Michael Caine,16.713
135,132,Radin!,16009,2016-09-28,28,9,2016,725,136272.0,868725.0,1002709,2920360,4028.0,2526.0,382511.0,0.0,tt5253294,fr,Radin!,13.073,91.0,,798.0,5.6,Dany Boon,8.485,Laurence Arné,6.562,Noémie Schmidt,10.15
136,133,"Les Garçons et Guillaume, à table !",13841,2013-11-20,20,11,2013,600,79636.0,562578.0,707156,2907206,4845.0,,,,,,,,,,,,,,,,,
137,134,Taken 2,12641,2012-10-03,3,10,2012,561,220153.0,1048691.0,1231066,2903637,5175.0,2648.0,82675.0,45000000.0,tt1397280,en,Taken 2,160.903,98.0,"Cette fois-ci, ils viennent pour lui.",5616.0,6.3,Liam Neeson,34.171,Maggie Grace,12.651,Famke Janssen,22.266
138,135,Papa ou maman,14927,2015-02-04,4,2,2015,693,100875.0,581166.0,757255,2888215,4167.0,2557.0,319341.0,0.0,tt4080672,fr,Papa ou maman,9.42,85.0,Ils divorcent. Ils vont tout faire pour ne pas avoir la garde des enfants.,925.0,6.2,Marina Foïs,6.346,Laurent Lafitte,6.776,Alexandre Desrousseaux,0.84
139,136,La Planète des Singes - Suprématie,15748,2017-08-02,2,8,2017,769,270056.0,871638.0,1016520,2883962,3750.0,,,,,,,,,,,,,,,,,
140,137,Hunger Games – La Révolte : Partie 2,12883,2015-11-18,18,11,2015,861,205231.0,1068501.0,1231013,2882374,3347.0,,,,,,,,,,,,,,,,,
141,138,Océans,11118,2010-01-27,27,1,2010,588,104612.0,636385.0,774586,2874748,4889.0,,,,,,,,,,,,,,,,,
142,139,La Rafle,10890,2010-03-10,10,3,2010,707,90685.0,664428.0,812932,2851122,4032.0,2702.0,41411.0,20000000.0,tt1382725,fr,La Rafle,11.015,125.0,"Paris, 16 juillet 1942, 4 heures du matin…",859.0,7.6,Jean Reno,21.047,Mélanie Laurent,15.735,Gad Elmaleh,7.905
143,140,Le Labyrinthe : le remède mortel,15747,2018-02-07,7,2,2018,543,109285.0,634931.0,751040,2842864,5235.0,,,,,,,,,,,,,,,,,
144,141,Les Cinq légendes,12676,2012-11-28,28,11,2012,855,145692.0,527466.0,571590,2833326,3313.0,,,,,,,,,,,,,,,,,
145,142,Mission Impossible 5,14854,2015-08-12,12,8,2015,719,246704.0,977340.0,1233768,2804822,3901.0,,,,,,,,,,,,,,,,,
146,143,Nous finirons ensemble,18875,2019-05-01,1,5,2019,757,370691.0,1056143.0,1261701,2800004,3698.0,2733.0,542830.0,0.0,tt8201404,fr,Nous finirons ensemble,11.308,135.0,,596.0,6.7,François Cluzet,6.028,Marion Cotillard,17.992,Gilles Lellouche,6.318
147,144,Paddington,14007,2014-12-03,3,12,2014,574,123770.0,517170.0,570040,2782705,4847.0,2587.0,116149.0,55000000.0,tt1109624,en,Paddington,38.218,95.0,"Petit ours, grande aventure!",2875.0,7.1,Ben Whishaw,15.303,Hugh Bonneville,6.39,Sally Hawkins,13.66
148,145,Les Schtroumpfs,11447,2011-08-03,3,8,2011,559,152273.0,655447.0,866439,2773800,4962.0,,,,,,,,,,,,,,,,,
149,146,Cinquante nuances plus claires,15185,2018-02-07,7,2,2018,700,295516.0,1037845.0,1257650,2767753,3953.0,2562.0,337167.0,55000000.0,tt4477536,en,Fifty Shades Freed,156.077,105.0,Ne manquez pas le final.,6839.0,6.7,Dakota Johnson,14.629,Jamie Dornan,14.606,Eric Johnson,10.98
150,146,Cinquante nuances plus claires,15185,2018-02-07,7,2,2018,700,295516.0,1037845.0,1257650,2767753,3953.0,3528.0,337167.0,55000000.0,tt4477536,en,Fifty Shades Freed,156.077,105.0,Ne manquez pas le final.,6839.0,6.7,Dakota Johnson,14.629,Jamie Dornan,14.606,Eric Johnson,10.98
151,147,Cars 3,16452,2017-08-02,2,8,2017,716,323166.0,836742.0,950353,2766647,3864.0,3955.0,260514.0,175000000.0,tt3606752,en,Cars 3,134.985,109.0,La suite des aventures de Flash McQueen,4474.0,6.8,Owen Wilson,34.946,Cristela Alonzo,3.732,Chris Cooper,6.212
152,148,Le Voyage d'Arlo,13668,2015-11-25,25,11,2015,883,69046.0,472209.0,497602,2748507,3112.0,,,,,,,,,,,,,,,,,
153,149,La La Land,16448,2017-01-25,25,1,2017,844,108840.0,605105.0,754534,2746019,3253.0,3954.0,313369.0,30000000.0,tt3783958,en,La La Land,37.198,128.0,Voici les fous qui rêvent.,14204.0,7.9,Ryan Gosling,10.491,Emma Stone,24.591,John Legend,3.629
154,150,Les Trolls,16043,2016-10-19,19,10,2016,611,94434.0,624770.0,976227,2740550,4485.0,,,,,,,,,,,,,,,,,
155,151,Maléfique : Le Pouvoir du Mal,19073,2019-10-16,16,10,2019,575,66164.0,548537.0,786485,2718604,4728.0,3502.0,420809.0,185000000.0,tt4777008,en,Maleficent: Mistress of Evil,124.768,110.0,Aller au-delà du conte de fée.,5005.0,7.3,Angelina Jolie,22.02,Elle Fanning,16.887,Harris Dickinson,23.396
156,152,Les Seigneurs,12756,2012-09-26,26,9,2012,614,202228.0,972747.0,1088676,2715019,4421.0,2646.0,133469.0,0.0,tt1850394,fr,Les seigneurs,6.802,97.0,Tous ensemble !,608.0,5.0,José Garcia,9.222,Jean-Pierre Marielle,4.269,Franck Dubosc,5.083
157,153,Miss Peregrine et les enfants particuliers,15836,2016-10-05,5,10,2016,630,125886.0,676959.0,754984,2710301,4302.0,2524.0,283366.0,110000000.0,tt1935859,en,Miss Peregrine's Home for Peculiar Children,85.402,127.0,Restez particulier,8647.0,6.8,Eva Green,19.293,Asa Butterfield,22.648,Samuel L. Jackson,28.847
158,154,Interstellar,13474,2014-11-05,5,11,2014,747,91064.0,650000.0,1071360,2651382,3549.0,2586.0,157336.0,165000000.0,tt0816692,en,Interstellar,155.199,169.0,"L’Homme est né sur Terre, rien ne l’oblige à y mourir.",28290.0,8.4,Matthew McConaughey,23.638,Anne Hathaway,35.053,Jessica Chastain,17.135
159,155,Kung Fu Panda 2,10837,2011-06-15,15,6,2011,760,237752.0,797174.0,865935,2646097,3481.0,2678.0,49444.0,150000000.0,tt1302011,en,Kung Fu Panda 2,81.757,95.0,Il va mettre les bouchées doubles !,5536.0,6.9,Jack Black,26.158,Angelina Jolie,22.02,Dustin Hoffman,9.155
160,156,Once Upon a Time in Hollywood,18224,2019-08-14,14,8,2019,817,192373.0,882407.0,1132221,2633185,3222.0,,,,,,,,,,,,,,,,,
161,157,Transformers 3 - La Face cachée de la Lune,10737,2011-06-29,29,6,2011,760,337853.0,1051541.0,1315020,2622932,3451.0,,,,,,,,,,,,,,,,,
162,158,Black Swan,11622,2011-02-09,9,2,2011,472,89405.0,557291.0,714315,2617032,5544.0,2676.0,44214.0,13000000.0,tt0947798,en,Black Swan,39.967,103.0,,12188.0,7.6,Natalie Portman,29.39,Mila Kunis,26.214,Vincent Cassel,24.608
163,159,Taken 3,14195,2015-01-21,21,1,2015,564,216480.0,1040324.0,1192842,2614008,4634.0,2553.0,260346.0,48000000.0,tt2446042,en,Taken 3,229.061,104.0,C'est ici que tout s'achève,4845.0,6.2,Liam Neeson,34.171,Forest Whitaker,16.567,Famke Janssen,22.266
164,160,Deadpool 2,17036,2018-05-16,16,5,2018,601,216242.0,942242.0,1186493,2600250,4326.0,3527.0,383498.0,110000000.0,tt5463162,en,Deadpool 2,164.48,120.0,On oublie jamais sa deuxième fois.,14557.0,7.5,Ryan Reynolds,45.282,Josh Brolin,46.497,Morena Baccarin,31.988
165,161,Kung Fu Panda 3,14859,2016-03-30,30,3,2016,671,184019.0,624330.0,775628,2576970,3840.0,2523.0,140300.0,145000000.0,tt2267968,en,Kung Fu Panda 3,89.37,95.0,"En famille, on se bidonne !",4635.0,6.9,Jack Black,26.158,Bryan Cranston,27.672,Dustin Hoffman,9.155
166,162,Iron Man 2,10290,2010-04-28,28,4,2010,722,204491.0,1092774.0,1216314,2575265,3566.0,2701.0,10138.0,200000000.0,tt1228705,en,Iron Man 2,199.775,117.0,Le masque tombe mais l'homme reste debout,17778.0,6.8,Robert Downey Jr.,47.113,Gwyneth Paltrow,17.655,Don Cheadle,13.809
167,163,The Amazing Spider-Man,10736,2012-07-04,4,7,2012,798,251226.0,863200.0,1014724,2541995,3185.0,2645.0,1930.0,215000000.0,tt0948470,en,The Amazing Spider-Man,336.673,137.0,L'histoire jamais révélée,14741.0,6.7,Andrew Garfield,33.878,Emma Stone,24.591,Rhys Ifans,30.418
168,164,Dunkerque,15911,2017-07-19,19,7,2017,678,143005.0,707891.0,925204,2525630,3725.0,,,,,,,,,,,,,,,,,
169,165,Seul sur Mars,14931,2015-10-21,21,10,2015,560,176005.0,839360.0,1101028,2525536,4509.0,2552.0,286217.0,108000000.0,tt3659388,en,The Martian,79.573,144.0,Les secours sont à 225 millions de kilomètres.,16891.0,7.7,Matt Damon,25.666,Jessica Chastain,17.135,Kristen Wiig,17.841
170,166,Fast & Furious 5,11208,2011-05-04,4,5,2011,500,251889.0,1041562.0,1179765,2517576,5035.0,,,,,,,,,,,,,,,,,
171,167,Thor : Ragnarok,14852,2017-10-25,25,10,2017,618,223148.0,909949.0,1140386,2513412,4067.0,3952.0,284053.0,180000000.0,tt3501632,en,Thor: Ragnarok,200.639,130.0,Pas de marteau ? Pas de problème !,17486.0,7.6,Chris Hemsworth,43.86,Tom Hiddleston,29.12,Cate Blanchett,19.278
172,168,Aladdin (2019),18171,2019-05-22,22,5,2019,643,78179.0,470802.0,563243,2510813,3904.0,,,,,,,,,,,,,,,,,
173,169,Very Bad Trip 2,11275,2011-05-25,25,5,2011,475,134626.0,643985.0,802166,2505081,5273.0,2674.0,45243.0,80000000.0,tt1411697,en,The Hangover Part II,129.23,102.0,"Ils sont venus, ils ont bu, ils ne se souviennent plus en Thaïlande",8846.0,6.4,Bradley Cooper,40.631,Ed Helms,28.476,Zach Galifianakis,31.797
174,170,Batman v Superman : L’Aube de la Justice,13723,2016-03-23,23,3,2016,822,196016.0,1001016.0,1251205,2500796,3042.0,,,,,,,,,,,,,,,,,
175,171,Turbo,13033,2013-10-16,16,10,2013,679,124171.0,430742.0,687807,2472511,3641.0,2617.0,77950.0,135000000.0,tt1860353,en,Turbo,31.146,96.0,"Pour tracer, il va en baver",2656.0,6.2,Ryan Reynolds,45.282,Paul Giamatti,20.957,Michael Peña,15.394
176,172,Epouse-moi mon pote,17388,2017-10-25,25,10,2017,580,178197.0,746501.0,970435,2471839,4261.0,,,,,,,,,,,,,,,,,
177,173,Les Vacances du Petit Nicolas,14010,2014-07-09,9,7,2014,660,260118.0,753930.0,887210,2455294,3720.0,2585.0,277368.0,0.0,tt3019796,fr,Les Vacances du Petit Nicolas,10.107,97.0,,388.0,5.3,Valérie Lemercier,1.506,Kad Merad,3.8,Mathéo Boisselier,1.336
178,174,World War Z,12596,2013-07-03,3,7,2013,736,458814.0,1013257.0,1209900,2444735,3321.0,2616.0,72190.0,200000000.0,tt0816711,en,World War Z,166.066,116.0,Il n'y aura pas d'avertissement.,12965.0,6.8,Brad Pitt,22.264,Mireille Enos,11.866,Daniella Kertesz,6.998
179,175,Ferdinand,17344,2017-12-20,20,12,2017,602,138961.0,312000.0,455707,2437076,4048.0,3950.0,364689.0,111000000.0,tt3411444,en,Ferdinand,86.247,107.0,Destiné à se battre. Né pour aimer.,2365.0,7.2,John Cena,12.405,Kate McKinnon,7.107,Anthony Anderson,7.671
180,176,Fast & Furious : Hobbs & Shaw,18257,2019-08-07,7,8,2019,809,296661.0,897903.0,1131141,2433635,3008.0,2566.0,384018.0,200000000.0,tt6806448,en,Fast & Furious Presents: Hobbs & Shaw,180.834,137.0,,5710.0,6.9,Dwayne Johnson,27.81,Jason Statham,62.149,Idris Elba,22.388
181,176,Fast & Furious : Hobbs & Shaw,18257,2019-08-07,7,8,2019,809,296661.0,897903.0,1131141,2433635,3008.0,2675.0,384018.0,200000000.0,tt6806448,en,Fast & Furious Presents: Hobbs & Shaw,180.834,137.0,,5710.0,6.9,Dwayne Johnson,27.81,Jason Statham,62.149,Idris Elba,22.388
182,176,Fast & Furious : Hobbs & Shaw,18257,2019-08-07,7,8,2019,809,296661.0,897903.0,1131141,2433635,3008.0,3130.0,384018.0,200000000.0,tt6806448,en,Fast & Furious Presents: Hobbs & Shaw,180.834,137.0,,5710.0,6.9,Dwayne Johnson,27.81,Jason Statham,62.149,Idris Elba,22.388
183,176,Fast & Furious : Hobbs & Shaw,18257,2019-08-07,7,8,2019,809,296661.0,897903.0,1131141,2433635,3008.0,3958.0,384018.0,200000000.0,tt6806448,en,Fast & Furious Presents: Hobbs & Shaw,180.834,137.0,,5710.0,6.9,Dwayne Johnson,27.81,Jason Statham,62.149,Idris Elba,22.388
184,177,Divergente 2 : l’insurrection,14196,2015-03-18,18,3,2015,615,146517.0,919740.0,1172398,2422688,3939.0,,,,,,,,,,,,,,,,,
185,178,Tout le monde debout,17808,2018-03-14,14,3,2018,715,69817.0,577124.0,897452,2417045,3380.0,3285.0,458534.0,7000000.0,tt6838702,fr,Tout le monde debout,10.202,107.0,,650.0,6.5,Franck Dubosc,5.083,Alexandra Lamy,5.223,Elsa Zylberstein,6.314
186,178,Tout le monde debout,17808,2018-03-14,14,3,2018,715,69817.0,577124.0,897452,2417045,3380.0,3526.0,458534.0,7000000.0,tt6838702,fr,Tout le monde debout,10.202,107.0,,650.0,6.5,Franck Dubosc,5.083,Alexandra Lamy,5.223,Elsa Zylberstein,6.314
187,179,Mission: Impossible - Protocole fantôme,11276,2011-12-14,14,12,2011,616,115209.0,631656.0,827046,2415036,3920.0,,,,,,,,,,,,,,,,,
188,180,Polisse,12186,2011-10-19,19,10,2011,571,85424.0,471798.0,636355,2414418,4228.0,2672.0,71157.0,0.0,tt1661420,fr,Polisse,10.057,123.0,,984.0,7.9,Frédéric Pierrot,2.995,JoeyStarr,4.49,Nicolas Duvauchelle,3.52
189,181,Pourquoi j'ai pas mangé mon père,15020,2015-04-08,8,4,2015,811,151071.0,554390.0,656119,2411239,2973.0,2550.0,280391.0,37580800.0,tt1220911,fr,Pourquoi j'ai pas mangé mon père,7.824,95.0,Une préhistoire de Ouf !,296.0,5.3,Jamel Debbouze,7.687,Arié Elmaleh,1.476,Mélissa Theuriau,2.083
190,182,Alvin et les Chipmunks 3,11725,2011-12-21,21,12,2011,602,208011.0,559622.0,798683,2402251,3990.0,,,,,,,,,,,,,,,,,
191,183,Dumbo (2019),18168,2019-03-27,27,3,2019,935,84621.0,470349.0,550574,2397405,2564.0,,,,,,,,,,,,,,,,,
192,184,Les Gardiens de la Galaxie,13412,2014-08-13,13,8,2014,677,170370.0,732378.0,873264,2393763,3535.0,,,,,,,,,,,,,,,,,
193,185,Robin des Bois (2010),10742,2010-05-12,12,5,2010,655,151571.0,1039815.0,1185144,2385387,3641.0,,,,,,,,,,,,,,,,,
194,186,Sherlock Holmes 2 : Jeu d'ombres,11907,2012-01-25,25,1,2012,623,135043.0,863691.0,981375,2381964,3823.0,,,,,,,,,,,,,,,,,
195,187,Rio,11446,2011-04-13,13,4,2011,667,115006.0,460488.0,600878,2376481,3562.0,2670.0,46195.0,90000000.0,tt1436562,en,Rio,109.284,90.0,Baptême de l’air,5492.0,6.7,Jesse Eisenberg,26.416,Anne Hathaway,35.053,Leslie Mann,28.458
196,188,Le Grinch (2018),17730,2018-11-28,28,11,2018,778,147496.0,547494.0,581114,2362574,3036.0,,,,,,,,,,,,,,,,,
197,189,Mad Max: Fury Road,13874,2015-05-14,14,5,2015,807,270000.0,761895.0,905012,2360586,2925.0,,,,,,,,,,,,,,,,,
198,190,Babysitting,14191,2014-04-16,16,4,2014,405,75748.0,380715.0,543729,2358733,5824.0,2583.0,262551.0,3400000.0,tt3013602,fr,Babysitting,11.691,85.0,Êtes-vous sûr de vouloir un baby sitter ?,1658.0,6.8,Philippe Lacheau,8.449,Alice David,5.13,Vincent Desagnat,4.631
199,191,Thor : Le Monde des ténèbres,12958,2013-10-30,30,10,2013,609,204882.0,1053213.0,1159433,2353234,3864.0,2615.0,76338.0,170000000.0,tt1981115,en,Thor: The Dark World,151.102,112.0,Plonger dans l'obscurité,14716.0,6.6,Chris Hemsworth,43.86,Natalie Portman,29.39,Tom Hiddleston,29.12
200,192,Hollywoo,12423,2011-12-07,7,12,2011,592,128882.0,625505.0,733365,2350666,3970.0,2669.0,80015.0,0.0,tt1730697,fr,Hollywoo,6.549,107.0,,531.0,5.4,Florence Foresti,2.802,Jamel Debbouze,7.687,Nikki DeLoach,9.028
201,193,Les Croods,12688,2013-04-10,10,4,2013,663,132761.0,395096.0,500528,2350349,3545.0,,,,,,,,,,,,,,,,,
202,194,Transformers : l'âge de l'extinction,13409,2014-07-16,16,7,2014,890,275776.0,983626.0,1215124,2343189,2632.0,,,,,,,,,,,,,,,,,
203,195,Alad'2,18270,2018-10-03,3,10,2018,774,201955.0,801872.0,851973,2341904,3025.0,3524.0,459616.0,18900000.0,tt7136896,fr,Alad'2,13.645,98.0,Un tapis volant. Un prince. Une lampe magique. Un génie. Une princesse. Ça vous rappelle quelqu'un ?,314.0,4.9,Kev Adams,6.106,Jamel Debbouze,7.687,Ramzy Bedia,9.627
204,196,Ralph 2.0,17731,2019-02-13,13,2,2019,635,246899.0,687083.0,891596,2340892,3686.0,3128.0,404368.0,175000000.0,tt5848272,en,Ralph Breaks the Internet,111.81,112.0,"Avec eux, internet n’a qu’à bien se tenir !",6169.0,7.2,John C. Reilly,14.232,Sarah Silverman,10.919,Gal Gadot,32.34
205,197,Logan,15860,2017-03-01,1,3,2017,578,172409.0,815943.0,932601,2333382,4036.0,3949.0,263115.0,97000000.0,tt3315342,en,Logan,104.201,138.0,Son heure est venue,16700.0,7.8,Hugh Jackman,21.876,Dafne Keen,12.325,Patrick Stewart,17.456
206,198,Les Pingouins de Madagascar,14490,2014-12-17,17,12,2014,687,212777.0,538352.0,810558,2327491,3387.0,,,,,,,,,,,,,,,,,
207,199,The Amazing Spider-Man : le destin d'un Héros,13407,2014-04-30,30,4,2014,837,225381.0,1102340.0,1249001,2323393,2775.0,,,,,,,,,,,,,,,,,
208,200,Potiche,11624,2010-11-10,10,11,2010,542,110019.0,751420.0,875112,2318221,4277.0,2699.0,51447.0,0.0,tt1521848,fr,Potiche,6.524,103.0,,282.0,6.1,Catherine Deneuve,10.314,Gérard Depardieu,11.087,Fabrice Luchini,6.288
209,201,Dragons 3D,11040,2010-03-31,31,3,2010,706,120694.0,,674114,2316829,3281.0,,,,,,,,,,,,,,,,,
210,202,Spider-Man: Homecoming,16620,2017-07-12,12,7,2017,808,233579.0,802255.0,981189,2311502,2860.0,,,,,,,,,,,,,,,,,
211,203,Man of Steel,12820,2013-06-19,19,6,2013,869,215242.0,867443.0,1054552,2303132,2650.0,2613.0,49521.0,225000000.0,tt0770828,en,Man of Steel,109.453,143.0,Vous n’êtes pas seuls !,13041.0,6.6,Henry Cavill,41.523,Amy Adams,17.316,Michael Shannon,20.214
212,204,Hotel Transylvanie 2,14957,2015-10-07,7,10,2015,594,118806.0,441073.0,459772,2301547,3874.0,,,,,,,,,,,,,,,,,
213,205,Les Infidèles,12528,2012-02-29,29,2,2012,612,219403.0,900910.0,1082028,2301045,3759.0,2643.0,89899.0,0.0,tt2087850,fr,Les infidèles,9.693,109.0,,583.0,4.7,Jean Dujardin,11.604,Gilles Lellouche,6.318,Géraldine Nakache,1.251
214,206,"Les Trois frères, le retour",13607,2014-02-12,12,2,2014,701,180670.0,952681.0,1112863,2289408,3265.0,,,,,,,,,,,,,,,,,
215,207,Venom (2018),17554,2018-10-10,10,10,2018,703,190054.0,842321.0,941871,2284848,3250.0,,,,,,,,,,,,,,,,,
216,208,Suicide Squad,14890,2016-08-03,3,8,2016,667,307062.0,923352.0,1108407,2284058,3424.0,,,,,,,,,,,,,,,,,
217,209,Comme des bêtes 2,18170,2019-07-31,31,7,2019,774,181590.0,516201.0,710881,2271152,2934.0,,,,,,,,,,,,,,,,,
218,210,Ready Player One,17345,2018-03-28,28,3,2018,719,85156.0,660056.0,889788,2268439,3154.0,3522.0,333339.0,175000000.0,tt1677720,en,Ready Player One,139.262,140.0,Une aventure trop grande pour le monde réel.,12799.0,7.6,Tye Sheridan,18.532,Olivia Cooke,21.436,Ben Mendelsohn,16.945
219,211,Les Schtroumpfs 2,12915,2013-07-31,31,7,2013,698,131656.0,440400.0,606418,2263030,3242.0,,,,,,,,,,,,,,,,,
220,212,De l’autre côté du périph,12925,2012-12-19,19,12,2012,629,70654.0,430359.0,558144,2231910,3548.0,,,,,,,,,,,,,,,,,
221,213,Ca,17272,2017-09-20,20,9,2017,509,190585.0,811266.0,908589,2223006,4367.0,,,,,,,,,,,,,,,,,
222,214,Les Femmes du 6e étage,11814,2011-02-16,16,2,2011,449,54359.0,376296.0,502481,2213187,4929.0,2668.0,57243.0,0.0,tt1805297,fr,Les Femmes du 6e étage,6.431,106.0,,301.0,6.8,Fabrice Luchini,6.288,Sandrine Kiberlain,7.897,Natalia Verbeke,6.86
